city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_precip_mm,total_cases
iq,2000,44,0.2951,0.21152,0.3044,0.2796167,299.44,295.2742857,79.42857143,67.64,16.86857143,13.32857143,27.6,12.33333333,7.1,0
iq,2000,45,0.2713667,0.1515667,0.34725,0.2318667,300.7485714,295.28,74.80285714,51.83,16.84714286,12.87142857,28.175,12.25,13.5,0
iq,2000,46,0.09993333,0.03586,0.1954857,0.06418333,301.6371429,294.2328571,67.18571429,39.25,15.88,13.37142857,29.025,13.1,0,0
iq,2000,47,0.1699833,0.2893,0.3009833,0.1709167,300.8728571,293.06,66.04285714,55.91,14.76857143,13.14285714,27.7,11.35,37.82664342,0
iq,2000,48,0.2519714,0.2538,0.3235143,0.3191,299.23,294.7171429,78.88571429,20.65,16.24428571,12.01428571,27.05,11.575,19,0
iq,2000,49,0.1658333,0.1824143,0.2545667,0.18625,300.2428571,293.3057143,68.55714286,24.53,14.9,15.45714286,28,12,0.8,0
iq,2000,50,0.3387857,0.3168286,0.3503429,0.2977,298.7571429,294.52,80.40857143,111.06,16.09857143,11.97142857,26.61666667,9.65,67.2,1
iq,2000,51,0.2650143,0.1690571,0.2348667,0.3022429,300.4114286,291.0928571,60.64142857,3.9,13.18857143,13,28.2,12.28333333,0,0
iq,2001,1,0.2547143,0.2285286,0.2505857,0.287,297.9585714,296.99,94.95571429,59.11,18.67285714,6.942857143,27.33333333,11,38.9,0
iq,2001,10,0.1820429,0.289,0.2068714,0.2063286,297.6185714,296.46,94.09285714,118.07,18.05571429,6.585714286,27.2,10.15,87.1,0
iq,2001,11,0.2053833,0.1769,0.2063571,0.2041286,296.79,295.5442857,94.09428571,74.34,17.06571429,8.285714286,27.05,12.1,39.9,0
iq,2001,12,0.1883429,0.1950333,0.1635429,0.2841429,298.7014286,295.1571429,82.80142857,90.35,16.75714286,10.61428571,27.43333333,11.43333333,70.8,0
iq,2001,13,0.16238,0.1508167,0.09465714,0.1322571,296.8528571,296.0785714,95.92428571,94.06,17.66857143,6.2,27.05,10.95,80,0
iq,2001,14,0.2678143,0.3126429,0.2615,0.2584,296.3057143,295.6957143,96.73714286,86.46,17.21,6.657142857,27.16,10.98,46.2,0
iq,2001,15,0.3827571,0.3709714,0.3438857,0.3762714,297.1757143,296.13,94.60285714,80.82,17.69571429,6.771428571,26.46,11.66,120.1,0
iq,2001,16,0.3125429,0.2822143,0.2621286,0.4074857,297.0628571,295.9857143,94.61571429,77.73,17.52,7.5,27.34,11.04,45.3,1
iq,2001,17,0.2456143,0.2148429,0.2733714,0.2288,297.9614286,295.4285714,88.14857143,78.01,16.96857143,10.24285714,27.63333333,10.93333333,14.9,0
iq,2001,18,0.2540143,0.179,0.3128286,0.2625571,297.2857143,295.74,92.19285714,94.77,17.30571429,7.414285714,27.625,11.325,51,0
iq,2001,19,0.2664571,0.1886,0.1962,0.2273286,297.1357143,296.3328571,95.82,45.56,17.89142857,7.085714286,26.6,8.8,66,0
iq,2001,2,0.3021333,0.2035167,0.2674333,0.274,298.0442857,294.3457143,82.34714286,69.85,15.85857143,11.08571429,27,11.225,59.9,0
iq,2001,20,0.3153429,0.31965,0.2627,0.3034857,297.2971429,296.99,98.34142857,74.08,18.64,5.642857143,27.54401262,8.367237813,0,0
iq,2001,21,0.2985857,0.3796667,0.1842429,0.2685286,296.9228571,295.8271429,94.71,70.81,17.36857143,8.542857143,27.43333333,11.93333333,64.1,1
iq,2001,22,0.2999429,0.3029429,0.3187143,0.3874429,296.8457143,295.18,91.46571429,90.07,16.69428571,8.8,27.25,12.65,32,1
iq,2001,23,0.3635667,0.1819143,0.2539714,0.2467286,296.6914286,294.46,89.48714286,126.46,15.96857143,9.728571429,26.86666667,10.73333333,17,0
iq,2001,24,0.3170833,0.2989667,0.2198714,0.2173429,295.4828571,294.3414286,94.01714286,47.13,15.78285714,7.271428571,26.88,10.68,37.1,0
iq,2001,25,0.1041,0.1082429,0.05965714,0.1137571,296,293.6471429,88.17142857,53.93,15.13428571,9.414285714,26.4,10.05,9.9,1
iq,2001,26,0.1923,0.2752857,0.3164571,0.3254143,294.8457143,290.5728571,79.32285714,1.22,12.46428571,12.34285714,24.44162427,11.14924539,31,0
iq,2001,27,0.2290833,0.1932667,0.2704571,0.2421857,295.7957143,292.7528571,84.85714286,52.1,14.29714286,8.557142857,26.5,11.36666667,70.1,0
iq,2001,28,0.3597167,0.3110571,0.2649857,0.4388429,295.8085714,293.4385714,88.32285714,39.09,14.92857143,9.7,27.35,10.95,22.3,0
iq,2001,29,0.3195,0.2050857,0.1947429,0.3616333,297.5557143,294.1157143,84.24571429,52.05,15.60571429,11.42857143,26.76666667,10.06666667,36.8,0
iq,2001,3,0.1747571,0.1033167,0.2582429,0.1767286,298.3685714,295.0614286,84.17571429,149.71,16.6,11.01428571,27.05,10.9,52,0
iq,2001,30,0.2911571,0.2526333,0.2182,0.3259857,296.8157143,294.9914286,90.81428571,54.52,16.50571429,10.27142857,27.36666667,11.4,25.2,0
iq,2001,31,0.2371167,0.1956167,0.1883143,0.1339,297.2914286,293.4528571,82.22571429,27.97,14.98571429,12.87142857,26.52,10.88,10.9,0
iq,2001,32,0.2007571,0.2377286,0.2236429,0.2043571,298.5371429,291.3871429,66.66428571,0,13.15857143,14.64285714,27.1,12.175,5.910030396,0
iq,2001,33,0.2821714,0.2735571,0.2658571,0.3664571,298.3957143,292.0242857,69.47571429,5.14,13.71571429,13.31428571,27.125,12.25,18,0
iq,2001,34,0.2407571,0.1931143,0.2063429,0.2469143,298.44,294.0171429,78.38857143,9.97,15.51142857,12.2,27.6,11.68,47.9,0
iq,2001,35,0.2280714,0.1999857,0.2331429,0.2646429,298.7514286,293.7257143,76.95571429,47.58,15.25142857,12.8,27.2,12.46666667,31,0
iq,2001,36,0.30695,0.2410286,0.1908714,0.3389429,298.6914286,294.9057143,81.98714286,44.45,16.43714286,13.44285714,27.375,12.15,35.1,0
iq,2001,37,0.3084571,0.2503143,0.2983,0.4290714,298.6657143,294.1228571,78.95714286,36.2,15.65857143,13.78571429,27.375,11.525,41.9,0
iq,2001,38,0.3533143,0.3439714,0.3586714,0.3530429,297.9628571,294.5971429,84.03285714,66.4,16.10428571,10.92857143,27.525,12.75,69,0
iq,2001,39,0.3346714,0.3886143,0.2854,0.3197714,298.7071429,294.2957143,79.36571429,26.48,15.89428571,14.04285714,27.25,11.925,13.2,0
iq,2001,4,0.2376,0.1912667,0.1258571,0.2314429,295.7228571,294.5942857,94.05714286,50.02,16.07142857,5.628571429,25.71666667,9.433333333,166.9,0
iq,2001,40,0.3343857,0.2712857,0.2416857,0.4444,299.5471429,294.7685714,78.33,63.42,16.34,14.12857143,28.3,13.34,14.2,0
iq,2001,41,0.4202857,0.3819571,0.4438,0.5460167,299.1585714,293.8128571,74.41857143,58.75,15.32714286,11.34285714,28.525,12.475,30.9,0
iq,2001,42,0.3102,0.2971286,0.3454857,0.3820571,300.3085714,294.2142857,72.16285714,77.89,15.87285714,12.88571429,27.63333333,12.53333333,159,0
iq,2001,43,0.1244833,0.2392667,0.1845,0.2055714,298.5842857,296.6071429,90.26571429,77.15,18.26714286,9.857142857,28.06666667,11.96666667,89.1,0
iq,2001,44,0.2108857,0.2075667,0.2066143,0.232,298.3414286,295.3057143,85.57285714,83.53,16.95857143,11.27142857,27.64,10.38,76,0
iq,2001,45,0.3581429,0.2793429,0.3059714,0.3714,298.5142857,296.1957143,89.00428571,34.54,17.82142857,10.1,27.525,11.025,35.1,0
iq,2001,46,0.2773286,0.2303,0.2773,0.2969714,298.8471429,296.1985714,87.48142857,61.82,17.8,9.7,28.44,10.18,43.9,0
iq,2001,47,0.3297,0.3304167,0.3406429,0.4415714,299.12,296.7528571,88.83714286,65.89,18.45142857,9.228571429,27.575,11.575,31,1
iq,2001,48,0.3015,0.3613,0.3055714,0.3699167,298.5557143,295.8114286,87.37714286,47.46,17.42714286,8.014285714,28.23333333,11.66666667,12.2,1
iq,2001,49,0.3250571,0.2264714,0.2992571,0.3504714,298.7542857,295.9814286,87.24,46.86,17.59571429,8.871428571,28.425,11.65,23.1,1
iq,2001,5,0.3415,0.2606667,0.3293857,0.3690714,295.2971429,294.4114286,95.40714286,87.18,15.86,5.142857143,26.43333333,9.666666667,147.8,0
iq,2001,50,0.3260333,0.2355333,0.3155714,0.3066429,298.2457143,297.5,96.11857143,138.22,19.30571429,7.785714286,27.84,10.96,75,2
iq,2001,51,0.2229429,0.2240714,0.2128143,0.1841286,298.5642857,297.2114286,93.94714286,43.95,18.96571429,7.385714286,27.075,9.5,57.9,4
iq,2001,52,0.2981889,0.3380778,0.2887889,0.3417,298.2385714,297.5114286,96.35571429,100.72,19.30285714,6.5,27.35,8.65,25.1,1
iq,2001,6,0.2335857,0.161,0.1966143,0.2267,295.5114286,293.4085714,89.08,31.93,14.94714286,6.171428571,27.35,10.025,3.3,0
iq,2001,7,0.1554143,0.1350167,0.1485286,0.1571,295.37,294.4385714,94.88428571,66.84,15.93,6.042857143,26.3,8.95,83.1,0
iq,2001,8,0.1353714,0.0823,0.1297571,0.1840429,296.07,294.73,92.84285714,16.17,16.25142857,7.585714286,26.93333333,10,38.1,0
iq,2001,9,0.30764,0.2282167,0.2245,0.2912833,297.0385714,295.7671429,93.31428571,47.14,17.30857143,7.385714286,26.56,9.48,21.1,0
iq,2002,1,0.4057286,0.3484,0.3686429,0.3800143,297.1328571,296.06,94.58857143,70.16,17.61857143,5.942857143,27.95,9.45,45.3,4
iq,2002,10,0.3183667,0.2556,0.266,0.2973833,298.54,296.6985714,91.22142857,92.84,18.36142857,8.971428571,27.85,13.2,48.3,10
iq,2002,11,0.2483857,0.1795,0.2698143,0.2992333,298.3585714,296.2385714,89.77857143,41.96,17.79571429,9.414285714,26.95,10.45,9.1,7
iq,2002,12,0.2265857,0.2483333,0.2302,0.2435143,297.9514286,296.81,94.16571429,61.18,18.44285714,7.371428571,26.95,11.775,76.8,10
iq,2002,13,0.2127857,0.27455,0.1987,0.2284571,296.4071429,296.1085714,98.45714286,110.42,17.68,4.4,26.1,10.3,49,5
iq,2002,14,0.19708,0.2962286,0.1805,0.2763286,297.1742857,296.7414286,97.77571429,94.01,18.39571429,6.185714286,27.3,10.4,20.1,11
iq,2002,15,0.2698286,0.1968143,0.2025857,0.2662857,296.8628571,296.3514286,97.24428571,75.98,17.93,5.142857143,26.3,9.4,13,8
iq,2002,16,0.26935,0.2121571,0.1889286,0.1949429,297.7642857,296.31,92.61571429,109.49,17.93571429,6.728571429,27.2,13,33.90138392,18
iq,2002,17,0.2678429,0.2614143,0.2485,0.2669286,297.5842857,296.6314286,95.25142857,45.59,18.22285714,7.314285714,27.26666667,10.7,53.9,13
iq,2002,18,0.1703571,0.1418286,0.1977286,0.2570714,297.4085714,296.2228571,93.84571429,60.05,17.80714286,7.5,27.01746066,9.002488478,1,9
iq,2002,19,0.2272571,0.1782429,0.1773857,0.2101143,297.3557143,296.4442857,95.22,101.3,18.02428571,8.042857143,27.5,11.525,25.4,22
iq,2002,2,0.3275833,0.3759167,0.4102667,0.3833333,300.0128571,294.9128571,76.60285714,64.79,16.48285714,11.4,28.96666667,11.93333333,7.1,11
iq,2002,20,0.1338,0.1096333,0.2196143,0.1417,296.7842857,296.2214286,97.24285714,46.79,17.74428571,5.085714286,26.86666667,9.7,543.3,10
iq,2002,21,0.1921143,0.1776429,0.2308571,0.2222,297.05,296.0242857,94.80428571,51.25,17.58428571,8.5,27.7,12.15,9.1,5
iq,2002,22,0.1764571,0.1749143,0.1881571,0.2386286,297.5571429,296.2714286,93.78857143,41.54,17.82285714,7.657142857,26.325,9.775,146.7,13
iq,2002,23,0.3204714,0.2780857,0.2377286,0.3431857,296.2671429,295.2357143,94.34571429,72.76,16.77428571,8.742857143,27.3,11.63333333,28,2
iq,2002,24,0.3862667,0.2591333,0.3284143,0.3916286,297.2571429,296.1071429,94.14428571,69.62,17.63857143,8.971428571,27.8,11.5,1,11
iq,2002,25,0.2212714,0.1735143,0.2119714,0.2252143,296.8071429,293.8714286,85.73714286,39.16,15.41428571,10.71428571,26.23333333,8.733333333,31,11
iq,2002,26,0.1791714,0.2791,0.1326143,0.2132857,295.8085714,292.1471429,82.16714286,3.18,13.87,10.72857143,26.15,10.8,7.1,3
iq,2002,27,0.1015429,0.1266,0.1193571,0.07624286,294.6357143,291.7942857,85.56571429,3.27,13.45428571,8.7,26.275,9.5,5.1,7
iq,2002,28,0.21602,0.2350667,0.1511857,0.2129714,295.8828571,292.95,85.67285714,5.71,14.46428571,8.785714286,26.13333333,10.63333333,26.3,7
iq,2002,29,0.1080429,0.07298571,0.1112286,0.1179714,296.4428571,293.3271429,84.66857143,63,14.81857143,11.17142857,25.4,9,0,4
iq,2002,3,0.2410857,0.14565,0.2780286,0.1976429,299.8771429,294.6057143,75.20428571,22.77,16.15714286,12.12857143,28.8,12.76666667,5,16
iq,2002,30,0.2225,0.2631,0.2489857,0.3464714,296.8757143,293.4228571,83.49714286,65.55,14.93,11.97142857,27.8,11.6,68.1,5
iq,2002,31,0.3870143,0.2601714,0.3492714,0.2830571,297.1614286,294.6242857,87.03428571,89.93,16.07571429,10.6,26.7,11.14,35.6,6
iq,2002,32,0.3041167,0.2788429,0.3074571,0.3378429,296.7957143,292.6742857,80.47,14.34,14.24571429,13.45714286,27.25,12.8,0,7
iq,2002,33,0.3771571,0.3059,0.2884,0.3608429,298.3042857,291.6785714,69.06,9.81,13.44142857,14.38571429,27.83333333,12.23333333,7.1,7
iq,2002,34,0.345425,0.31354,0.29505,0.3092667,296.1842857,292.4514286,82.14142857,31.71,14.04571429,12.75714286,26.08712007,10.79811403,70.6,4
iq,2002,35,0.3045429,0.2694429,0.2508571,0.3224714,298.4128571,293.8742857,77.76571429,38.8,15.41285714,12.8,27.4,11.15,24.1,9
iq,2002,36,0.2290143,0.1319714,0.2494571,0.1908857,299.3957143,294.5314286,77.08285714,81.85,16.03428571,11.92857143,27.4,10.475,17,17
iq,2002,37,0.3075429,0.2941714,0.3234,0.1907714,299.0157143,293.2114286,73.14142857,25.36,14.74571429,14.04285714,28.23333333,13.23333333,89.9,8
iq,2002,38,0.3274143,0.3472571,0.3386714,0.3838714,300.32,292.2714286,64.68857143,11.49,13.97428571,16.02857143,28.9,12.7,0.8,22
iq,2002,39,0.2379833,0.3084286,0.2681143,0.3200429,299.2385714,294.4142857,79.56285714,38.56,16.18,13.17142857,27.9,12.2,86.9,18
iq,2002,4,0.1041286,0.1483286,0.1121857,0.1419143,298.9157143,295.11,81.52714286,121.07,16.67714286,10.21428571,27.94,11.8,18,23
iq,2002,40,0.2721143,0.1793667,0.3142429,0.2741714,299.6542857,293.8142857,74.25,70.98,15.63428571,13.75714286,29.2,14.13333333,74.2,21
iq,2002,41,0.37815,0.3857833,0.2314286,0.2459333,298.7171429,295.6614286,85.13714286,70.22,17.21142857,12.52857143,28.075,11.45,79.8,16
iq,2002,42,0.1992714,0.1592429,0.2581286,0.2277143,298.2971429,295.5857143,86.99857143,21.96,17.18571429,10.65714286,28,11.63333333,4.5,31
iq,2002,43,0.2278714,0.2144571,0.2997714,0.2229429,297.3314286,294.9614286,87.71714286,48.94,16.49,8.5,27.95,10.3,167.8,25
iq,2002,44,0.3290857,0.2862143,0.2940571,0.3159286,298.5185714,296.9,91.94428571,89.77,18.60285714,9.028571429,28.58772909,10.00598912,34.1,28
iq,2002,45,0.3071429,0.27695,0.2879286,0.3642857,297.5371429,296.6371429,95.28571429,95.47,18.26714286,6.514285714,28.3,11,63.9,26
iq,2002,46,0.2368333,0.2021571,0.2095143,0.1620286,297.1657143,296.3228571,96.04714286,91.36,17.90714286,5.471428571,27.6,10.7,212.6,18
iq,2002,47,0.2506143,0.2791333,0.2156333,0.2982667,297.3757143,296.7814286,96.84,61.69,18.41571429,7.4,27.35,8.9,77,27
iq,2002,48,0.3109286,0.2852286,0.2907286,0.2563286,298.35,297.0728571,93.39571429,60.15,18.78428571,10.38571429,28.1,10.55,17.2,11
iq,2002,49,0.3008,0.2528,0.3449571,0.3483286,298.3242857,296.4857143,90.66285714,49.69,18.10571429,8,28.5,9.75,46,38
iq,2002,5,0.267437823,0.267040017,0.295499148,0.315398713,296.8585714,296.1371429,96.26714286,59.4,17.69,5.228571429,26.3,9.7,120.2,12
iq,2002,50,0.2680286,0.1424286,0.2886714,0.1850714,297.8842857,296.39,92.61428571,35.02,18.00428571,7.928571429,27.65,9.45,57.2,29
iq,2002,51,0.2542286,0.1839143,0.2707143,0.2090286,297.8185714,296.6271429,93.84571429,25.73,18.26142857,6.857142857,27.98,8.72,24,21
iq,2002,52,0.1194,0.1364,0.1718286,0.1895857,297.8728571,296.63,93.40857143,151.73,18.23571429,8,27.975,10.65,137.9,11
iq,2002,6,0.1849167,0.1733286,0.1687429,0.1844286,295.9128571,295.2314286,96.64142857,4.68,16.72285714,5.185714286,26.625,9.725,70.4,14
iq,2002,7,0.2919714,0.2241429,0.3051,0.3732714,297.8471429,296.5442857,93.43857143,104.37,18.14714286,7.7,27.85,10.725,62.8,18
iq,2002,8,0.1288,0.1224333,0.09594286,0.1251714,297.6957143,296.1228571,92.05,37.46,17.68714286,7.728571429,27.02,9.78,14,8
iq,2002,9,0.1162,0.1787429,0.08991429,0.2104143,297.0628571,296.5142857,97.15714286,80.14,18.12571429,5.814285714,26.7,9.6,47.6,7
iq,2003,1,0.3234143,0.3004143,0.3291857,0.3184286,299.3757143,295.8714286,84.06,46.91,17.45285714,12.1,28.45,9.95,92.9,10
iq,2003,10,0.1695286,0.1389571,0.2340571,0.1851429,297.5085714,295.9428571,92.46857143,63.71,17.5,7.9,27.95,9.1,5,1
iq,2003,11,0.2,0.1902857,0.1589429,0.1636286,296.68,295.9414286,96.17142857,47.97,17.51571429,6.242857143,26.7,7.5,98.4,4
iq,2003,12,0.2142143,0.2251571,0.2191714,0.2485,297.8928571,296.6328571,93.62857143,109.04,18.25285714,8.342857143,27.6,9.9,61.9,2
iq,2003,13,0.1475286,0.2694571,0.1268571,0.2059143,298.6442857,296.8185714,91.59428571,93.61,18.48428571,9.471428571,30.8,15.8,75.9,4
iq,2003,14,0.2482,0.2627714,0.2065,0.2886857,298.0771429,296.6428571,93.01428571,89.38,18.27857143,9.342857143,28.26,9.96,75,0
iq,2003,15,0.2052429,0.1842,0.1931286,0.2087857,298.0828571,297.3585714,96.27,78.59,19.07857143,7.028571429,28.175,9.675,79,0
iq,2003,16,0.2668286,0.2182286,0.1998714,0.2621429,296.7471429,295.99,95.99285714,51.14,17.53428571,4.757142857,27.72,8.48,49,0
iq,2003,17,0.3234429,0.2531714,0.2852286,0.2931,297.9928571,296.5014286,92.54714286,77.34,18.15571429,8.385714286,28.2,10.45,82.9,0
iq,2003,18,0.4350571,0.3769143,0.2636143,0.3348429,296.6914286,296.16,97.27714286,65.43,17.68857143,5.085714286,27.2,8.333333333,105.9,1
iq,2003,19,0.1994286,0.1501,0.1834667,0.1477,296.4542857,295.7042857,96.14,138.05,17.22285714,7.157142857,28.35,9.316666667,69,1
iq,2003,2,0.4884,0.4024429,0.4149286,0.4697,297.6842857,295.9442857,91.56,11.77,17.49714286,8.428571429,28.93333333,10.2,35.1,5
iq,2003,20,0.2454286,0.1847,0.2614571,0.2688857,294.9228571,294.5671429,98.13285714,84.16,16.08571429,4.771428571,27,8.8,246.2,1
iq,2003,21,0.1892571,0.16695,0.1843,0.1707429,295.8785714,295.0357143,95.85428571,23.7,16.51571429,6.757142857,27.46666667,8.9,145.8,1
iq,2003,22,0.2411429,0.1987,0.2537286,0.2544571,297.6485714,296.08,92.46142857,166.52,17.61857143,9.314285714,27.7,8.72,187.9,1
iq,2003,23,0.2369571,0.1213143,0.1923143,0.2074,296.5914286,296.1271429,97.61714286,70.25,17.65142857,5.514285714,27.2,8.15,72.1,2
iq,2003,24,0.3135857,0.3539833,0.2658571,0.2809143,296.8371429,296.1171429,96.22285714,98.72,17.66857143,7.071428571,27.7,9.575,107,3
iq,2003,25,0.3237,0.2755,0.3547571,0.2723143,296.0085714,293.9785714,90.04857143,47.15,15.47714286,8.914285714,27.525,10.725,40.4,4
iq,2003,26,0.1882571,0.2322667,0.1737714,0.1928,295.3871429,294.5428571,95.57571429,88.88,15.98571429,6.542857143,26.95,9.45,93.5,6
iq,2003,27,0.2618143,0.1715857,0.3099429,0.2584286,295.1285714,294.0371429,94.12714286,61.09,15.51142857,6.5,25.86666667,7.5,79.3,2
iq,2003,28,0.1802714,0.1629714,0.1541286,0.1611,296.9428571,294.1542857,86.65571429,53.58,15.61857143,10.1,27.075,10.875,1.5,2
iq,2003,29,0.1935714,0.16885,0.1590857,0.2314714,296.79,293.6428571,85.61142857,65.2,15.29714286,12,27.66666667,10.83333333,23.8,5
iq,2003,3,0.303,0.1694667,0.2915429,0.3012857,296.92,295.9014286,94.37428571,60.46,17.43,7.742857143,28,9.5,164.4,6
iq,2003,30,0.2858143,0.1630714,0.2880286,0.2774571,296.4857143,291.85,77.80428571,2.64,13.55857143,11.42857143,26.46666667,10.36666667,9.9,1
iq,2003,31,0.2077857,0.1562143,0.1743286,0.2188143,296.8228571,293.1842857,82.27,24.64,14.68571429,10.31428571,27.225,9.9,69.1,1
iq,2003,32,0.2443714,0.1746429,0.2174143,0.2323,297.6585714,293.0457143,77.86142857,89.28,14.58428571,12.64285714,27.85,11.2,117,0
iq,2003,33,0.2471143,0.1711143,0.2337429,0.2638,297.3385714,294.1185714,83.92714286,52.47,15.58857143,10.65714286,27.4,10.05,79,0
iq,2003,34,0.4252429,0.3624833,0.3566143,0.3855286,297.3657143,293.5114286,81.94285714,45.38,15.01,10.05714286,27.75,11.9,18.3,0
iq,2003,35,0.2495857,0.2122,0.2508143,0.2652143,297.8757143,294.9328571,85.72571429,29.51,16.44571429,10.88571429,28,12.1,95.7,0
iq,2003,36,0.3417,0.2863143,0.2101857,0.2659857,297.3814286,290.97,70.92857143,8.84,12.94714286,12.77142857,26.65,11.9,0.8,2
iq,2003,37,0.2232286,0.2028714,0.1952571,0.2701857,298.8314286,293.9271429,76.53285714,36.42,15.44714286,12.67142857,27.83333333,12.3,53.1,0
iq,2003,38,0.3644857,0.2609857,0.3164571,0.3851571,296.9485714,293.6842857,85.03,55.73,15.31142857,10.75714286,27.8,11.6,92.3,3
iq,2003,39,0.4011857,0.3545167,0.3276714,0.3920429,298.1442857,295.7371429,88.11714286,100.55,17.26285714,9.471428571,28.03333333,10.63333333,27.2,0
iq,2003,4,0.2249571,0.2602714,0.2069286,0.2895,298.1257143,295.0014286,84.46,84.05,16.51428571,10.27142857,28.4,10.6,67.1,2
iq,2003,40,0.2535,0.2371143,0.2290286,0.2321714,299.3571429,295.8285714,83.68285714,74.6,17.45142857,11.6,28.575,12.175,34.5,0
iq,2003,41,0.1760286,0.1963833,0.2257571,0.2349286,297.9157143,296.3128571,92.16571429,38.3,17.91428571,11.2,27.2,9.35,138.2,0
iq,2003,42,0.2758286,0.2288429,0.2752,0.2871143,298.1628571,296.2014286,90.34285714,44.16,17.79714286,8.528571429,28.3,10.65,36,2
iq,2003,43,0.4750143,0.3795,0.4249429,0.4324429,298.9571429,296.2242857,87.37,39.52,17.89571429,9.957142857,27.975,10.475,32.1,2
iq,2003,44,0.1345143,0.1314714,0.1153571,0.1212714,300.0414286,295.2957143,77.78428571,32.47,16.87285714,12.08571429,28.73333333,11.13333333,56.4,3
iq,2003,45,0.3946571,0.3269571,0.3912143,0.4190429,298.1357143,295.74,88.48,105.14,17.39,9.428571429,27.6,9.566666667,139.7,3
iq,2003,46,0.3176857,0.3246,0.2498,0.3244714,298.3671429,295.6457143,86.75571429,31.08,17.29285714,10.62857143,28.5,10.85,79,3
iq,2003,47,0.2636429,0.2816571,0.2466667,0.3012571,298.6814286,296.7257143,90.88285714,123.63,18.37857143,9.042857143,27.9,10.55,284.4,1
iq,2003,48,0.2749,0.2452,0.3094571,0.2953286,299.2228571,296.53,86.99571429,81.27,18.27,9.071428571,28.3,10.23333333,26.2,2
iq,2003,49,0.4003429,0.3180571,0.3287714,0.3696429,298.3157143,296.1357143,89.20714286,72.23,17.74571429,9.7,28.76666667,10.16666667,138,3
iq,2003,5,0.1660286,0.1406286,0.1913857,0.1834429,299.4871429,294.0128571,74.88428571,35.05,15.59285714,11.77142857,28.6,12,7.9,1
